Id,rdf_label,rdf_type,brick_isPartOf,brick_isFedBy
Level_22_Center_Zone_West_1,Center Zone West 1,brick:Space,L22,EA-T-22-VAV-CZW1
Level_22_Center_Zone_West_2,Center Zone West 2,brick:Space,L22,EA-T-22-VAV-CZW2
Level_22_Center_Zone_West_3,Center Zone West 3,brick:Space,L22,EA-T-22-VAV-CZW3
Level_23_East_Perimeter,East Perimeter,brick:Space,L23,EA-T-23-VAV-E
Level_23_North_East_Perimeter,North East Perimeter,brick:Space,L23,EA-T-23-VAV-NE
Level_23_South_Perimeter_1,South Perimeter 1,brick:Space,L23,EA-T-23-VAV-S1
Level_23_South_Perimeter_2,South Perimeter 2,brick:Space,L23,EA-T-23-VAV-S2
Level_23_West_Perimeter,West Perimeter,brick:Space,L23,EA-T-23-VAV-W
Level_23_North_West_Perimeter,North West Perimeter,brick:Space,L23,EA-T-23-VAV-NW
Level_23_Center_Zone_East_1,Center Zone East 1,brick:Space,L23,EA-T-23-VAV-CZE1
Level_23_Center_Zone_East_2,Center Zone East 2,brick:Space,L23,EA-T-23-VAV-CZE2
Level_23_Center_Zone_East_3,Center Zone East 3,brick:Space,L23,EA-T-23-VAV-CZE3
Level_23_Center_Zone_East_4,Center Zone East 4,brick:Space,L23,EA-T-23-VAV-CZE4
Level_23_Lift_Lobby_East,Lift Lobby East,brick:Space,L23,EA-T-23-VAV-LLE
Level_23_Center_Zone_West_1,Center Zone West 1,brick:Space,L23,EA-T-23-VAV-CZW1
Level_23_Center_Zone_West_2,Center Zone West 2,brick:Space,L23,EA-T-23-VAV-CZW2
Level_23_Center_Zone_West_3,Center Zone West 3,brick:Space,L23,EA-T-23-VAV-CZW3
Level_23_Lift_Lobby_West,Lift Lobby West,brick:Space,L23,EA-T-23-VAV-LLW
Level_25_East_Perimeter,East Perimeter,brick:Space,L25,EA-T-25-VAV-E
Level_25_North_East_Perimeter,North East Perimeter,brick:Space,L25,EA-T-25-VAV-NE
Level_25_South_Perimeter_1,South Perimeter 1,brick:Space,L25,EA-T-25-VAV-S1
Level_25_South_Perimeter_2,South Perimeter 2,brick:Space,L25,EA-T-25-VAV-S2
Level_25_West_Perimeter,West Perimeter,brick:Space,L25,EA-T-25-VAV-W
Level_25_North_West_Perimeter,North West Perimeter,brick:Space,L25,EA-T-25-VAV-NW
Level_25_Center_Zone_East_1,Center Zone East 1,brick:Space,L25,EA-T-25-VAV-CZE1
Level_25_Center_Zone_East_2,Center Zone East 2,brick:Space,L25,EA-T-25-VAV-CZE2
Level_25_Center_Zone_East_3,Center Zone East 3,brick:Space,L25,EA-T-25-VAV-CZE3
Level_25_Center_Zone_East_4,Center Zone East 4,brick:Space,L25,EA-T-25-VAV-CZE4
Level_25_Center_Zone_East_5,Center Zone East 5,brick:Space,L25,EA-T-25-VAV-CZE5
Level_25_Lift_Lobby_East,Lift Lobby East,brick:Space,L25,EA-T-25-VAV-LLE
Level_25_Center_Zone_West_1,Center Zone West 1,brick:Space,L25,EA-T-25-VAV-CZW1
Level_25_Center_Zone_West_2,Center Zone West 2,brick:Space,L25,EA-T-25-VAV-CZW2
Level_25_Center_Zone_West_3,Center Zone West 3,brick:Space,L25,EA-T-25-VAV-CZW3
Level_25_Lift_Lobby_West,Lift Lobby West,brick:Space,L25,EA-T-25-VAV-LLW
Level_26_East_Perimeter,East Perimeter,brick:Space,L26,EA-T-26-VAV-E
Level_26_North_East_Perimeter,North East Perimeter,brick:Space,L26,EA-T-26-VAV-NE
Level_26_South_Perimeter_1,South Perimeter 1,brick:Space,L26,EA-T-26-VAV-S1
Level_26_South_Perimeter_2,South Perimeter 2,brick:Space,L26,EA-T-26-VAV-S2
Level_26_West_Perimeter,West Perimeter,brick:Space,L26,EA-T-26-VAV-W
Level_26_North_West_Perimeter,North West Perimeter,brick:Space,L26,EA-T-26-VAV-NW
Level_26_Center_Zone_East_1,Center Zone East 1,brick:Space,L26,EA-T-26-VAV-CZE1
Level_26_Center_Zone_East_2,Center Zone East 2,brick:Space,L26,EA-T-26-VAV-CZE2
Level_26_Center_Zone_East_3,Center Zone East 3,brick:Space,L26,EA-T-26-VAV-CZE3
Level_26_Center_Zone_East_4,Center Zone East 4,brick:Space,L26,EA-T-26-VAV-CZE4
Level_26_Center_Zone_East_5,Center Zone East 5,brick:Space,L26,EA-T-26-VAV-CZE5
Level_26_Lift_Lobby_East,Lift Lobby East,brick:Space,L26,EA-T-26-VAV-LLE
Level_26_Center_Zone_West_1,Center Zone West 1,brick:Space,L26,EA-T-26-VAV-CZW1
Level_26_Center_Zone_West_2,Center Zone West 2,brick:Space,L26,EA-T-26-VAV-CZW2
Level_26_Center_Zone_West_3,Center Zone West 3,brick:Space,L26,EA-T-26-VAV-CZW3
Level_26_Lift_Lobby_West,Lift Lobby West,brick:Space,L26,EA-T-26-VAV-LLW
Level_27_East_Perimeter,East Perimeter,brick:Space,L27,EA-T-27-VAV-E
Level_27_North_East_Perimeter,North East Perimeter,brick:Space,L27,EA-T-27-VAV-NE
Level_27_South_Perimeter_1,South Perimeter 1,brick:Space,L27,EA-T-27-VAV-S1
Level_27_South_Perimeter_2,South Perimeter 2,brick:Space,L27,EA-T-27-VAV-S2
Level_27_West_Perimeter,West Perimeter,brick:Space,L27,EA-T-27-VAV-W
Level_27_North_West_Perimeter,North West Perimeter,brick:Space,L27,EA-T-27-VAV-NW
Level_27_Center_Zone_East_1,Center Zone East 1,brick:Space,L27,EA-T-27-VAV-CZE1
Level_27_Center_Zone_East_2,Center Zone East 2,brick:Space,L27,EA-T-27-VAV-CZE2
Level_27_Center_Zone_East_3,Center Zone East 3,brick:Space,L27,EA-T-27-VAV-CZE3
Level_27_Center_Zone_East_4,Center Zone East 4,brick:Space,L27,EA-T-27-VAV-CZE4
Level_27_Center_Zone_East_5,Center Zone East 5,brick:Space,L27,EA-T-27-VAV-CZE5
Level_27_Lift_Lobby_East,Lift Lobby East,brick:Space,L27,EA-T-27-VAV-LLE
Level_27_Center_Zone_West_1,Center Zone West 1,brick:Space,L27,EA-T-27-VAV-CZW1
Level_27_Center_Zone_West_2,Center Zone West 2,brick:Space,L27,EA-T-27-VAV-CZW2
Level_27_Center_Zone_West_3,Center Zone West 3,brick:Space,L27,EA-T-27-VAV-CZW3
Level_27_Lift_Lobby_West,Lift Lobby West,brick:Space,L27,EA-T-27-VAV-LLW
Level_28_East_Perimeter,East Perimeter,brick:Space,L28,EA-T-28-VAV-E
Level_28_North_East_Perimeter,North East Perimeter,brick:Space,L28,EA-T-28-VAV-NE
Level_28_South_Perimeter_1,South Perimeter 1,brick:Space,L28,EA-T-28-VAV-S1
Level_28_South_Perimeter_2,South Perimeter 2,brick:Space,L28,EA-T-28-VAV-S2
Level_28_West_Perimeter,West Perimeter,brick:Space,L28,EA-T-28-VAV-W
Level_28_North_West_Perimeter,North West Perimeter,brick:Space,L28,EA-T-28-VAV-NW
Level_28_Center_Zone_East_1,Center Zone East 1,brick:Space,L28,EA-T-28-VAV-CZE1
Level_28_Center_Zone_East_2,Center Zone East 2,brick:Space,L28,EA-T-28-VAV-CZE2
Level_28_Center_Zone_East_3,Center Zone East 3,brick:Space,L28,EA-T-28-VAV-CZE3
Level_28_Center_Zone_East_4,Center Zone East 4,brick:Space,L28,EA-T-28-VAV-CZE4
Level_28_Center_Zone_East_5,Center Zone East 5,brick:Space,L28,EA-T-28-VAV-CZE5
Level_28_Lift_Lobby_East,Lift Lobby East,brick:Space,L28,EA-T-28-VAV-LLE
Level_28_Center_Zone_West_1,Center Zone West 1,brick:Space,L28,EA-T-28-VAV-CZW1
Level_28_Center_Zone_West_2,Center Zone West 2,brick:Space,L28,EA-T-28-VAV-CZW2
Level_28_Center_Zone_West_3,Center Zone West 3,brick:Space,L28,EA-T-28-VAV-CZW3
Level_28_Lift_Lobby_West,Lift Lobby West,brick:Space,L28,EA-T-28-VAV-LLW
Level_29_East_Perimeter,East Perimeter,brick:Space,L29,EA-T-29-VAV-E
Level_29_North_East_Perimeter,North East Perimeter,brick:Space,L29,EA-T-29-VAV-NE
Level_29_South_Perimeter_1,South Perimeter 1,brick:Space,L29,EA-T-29-VAV-S1
Level_29_South_Perimeter_2,South Perimeter 2,brick:Space,L29,EA-T-29-VAV-S2
Level_29_West_Perimeter,West Perimeter,brick:Space,L29,EA-T-29-VAV-W
Level_29_North_West_Perimeter,North West Perimeter,brick:Space,L29,EA-T-29-VAV-NW
Level_29_Center_Zone_East_1,Center Zone East 1,brick:Space,L29,EA-T-29-VAV-CZE1
Level_29_Center_Zone_East_2,Center Zone East 2,brick:Space,L29,EA-T-29-VAV-CZE2
Level_29_Center_Zone_East_3,Center Zone East 3,brick:Space,L29,EA-T-29-VAV-CZE3
Level_29_Center_Zone_East_4,Center Zone East 4,brick:Space,L29,EA-T-29-VAV-CZE4
Level_29_Center_Zone_East_5,Center Zone East 5,brick:Space,L29,EA-T-29-VAV-CZE5
Level_29_Lift_Lobby_East,Lift Lobby East,brick:Space,L29,EA-T-29-VAV-LLE
Level_29_Center_Zone_West_1,Center Zone West 1,brick:Space,L29,EA-T-29-VAV-CZW1
Level_29_Center_Zone_West_2,Center Zone West 2,brick:Space,L29,EA-T-29-VAV-CZW2
Level_29_Center_Zone_West_3,Center Zone West 3,brick:Space,L29,EA-T-29-VAV-CZW3
Level_29_Lift_Lobby_West,Lift Lobby West,brick:Space,L29,EA-T-29-VAV-LLW
Level_30_East_Perimeter,East Perimeter,brick:Space,L30,EA-T-30-VAV-E
Level_30_North_East_Perimeter,North East Perimeter,brick:Space,L30,EA-T-30-VAV-NE
Level_30_South_Perimeter_1,South Perimeter 1,brick:Space,L30,EA-T-30-VAV-S1
Level_30_South_Perimeter_2,South Perimeter 2,brick:Space,L30,EA-T-30-VAV-S2
Level_30_West_Perimeter,West Perimeter,brick:Space,L30,EA-T-30-VAV-W
Level_30_North_West_Perimeter,North West Perimeter,brick:Space,L30,EA-T-30-VAV-NW
Level_30_Center_Zone_East_1,Center Zone East 1,brick:Space,L30,EA-T-30-VAV-CZE1
Level_30_Center_Zone_East_2,Center Zone East 2,brick:Space,L30,EA-T-30-VAV-CZE2
Level_30_Center_Zone_East_3,Center Zone East 3,brick:Space,L30,EA-T-30-VAV-CZE3
Level_30_Center_Zone_East_4,Center Zone East 4,brick:Space,L30,EA-T-30-VAV-CZE4
Level_30_Center_Zone_East_5,Center Zone East 5,brick:Space,L30,EA-T-30-VAV-CZE5
Level_30_Lift_Lobby_East,Lift Lobby East,brick:Space,L30,EA-T-30-VAV-LLE
Level_30_Center_Zone_West_1,Center Zone West 1,brick:Space,L30,EA-T-30-VAV-CZW1
Level_30_Center_Zone_West_2,Center Zone West 2,brick:Space,L30,EA-T-30-VAV-CZW2
Level_30_Center_Zone_West_3,Center Zone West 3,brick:Space,L30,EA-T-30-VAV-CZW3
Level_30_Lift_Lobby_West,Lift Lobby West,brick:Space,L30,EA-T-30-VAV-LLW
Level_31_East_Perimeter,East Perimeter,brick:Space,L31,EA-T-31-VAV-E
Level_31_North_East_Perimeter,North East Perimeter,brick:Space,L31,EA-T-31-VAV-NE
Level_31_South_Perimeter_1,South Perimeter 1,brick:Space,L31,EA-T-31-VAV-S1
Level_31_South_Perimeter_2,South Perimeter 2,brick:Space,L31,EA-T-31-VAV-S2
Level_31_West_Perimeter,West Perimeter,brick:Space,L31,EA-T-31-VAV-W
Level_31_North_West_Perimeter,North West Perimeter,brick:Space,L31,EA-T-31-VAV-NW
Level_31_Center_Zone_East_1,Center Zone East 1,brick:Space,L31,EA-T-31-VAV-CZE1
Level_31_Center_Zone_East_2,Center Zone East 2,brick:Space,L31,EA-T-31-VAV-CZE2
Level_31_Center_Zone_East_3,Center Zone East 3,brick:Space,L31,EA-T-31-VAV-CZE3
Level_31_Center_Zone_East_4,Center Zone East 4,brick:Space,L31,EA-T-31-VAV-CZE4
Level_31_Center_Zone_East_5,Center Zone East 5,brick:Space,L31,EA-T-31-VAV-CZE5
Level_31_Lift_Lobby_East,Lift Lobby East,brick:Space,L31,EA-T-31-VAV-LLE
Level_31_Center_Zone_West_1,Center Zone West 1,brick:Space,L31,EA-T-31-VAV-CZW1
Level_31_Center_Zone_West_2,Center Zone West 2,brick:Space,L31,EA-T-31-VAV-CZW2
Level_31_Center_Zone_West_3,Center Zone West 3,brick:Space,L31,EA-T-31-VAV-CZW3
Level_31_Lift_Lobby_West,Lift Lobby West,brick:Space,L31,EA-T-31-VAV-LLW
Level_32_East_Perimeter,East Perimeter,brick:Space,L32,EA-T-32-VAV-E
Level_32_North_East_Perimeter,North East Perimeter,brick:Space,L32,EA-T-32-VAV-NE
Level_32_South_Perimeter_1,South Perimeter 1,brick:Space,L32,EA-T-32-VAV-S1
Level_32_South_Perimeter_2,South Perimeter 2,brick:Space,L32,EA-T-32-VAV-S2
Level_32_West_Perimeter,West Perimeter,brick:Space,L32,EA-T-32-VAV-W
Level_32_North_West_Perimeter,North West Perimeter,brick:Space,L32,EA-T-32-VAV-NW
Level_32_Center_Zone_East_1,Center Zone East 1,brick:Space,L32,EA-T-32-VAV-CZE1
Level_32_Center_Zone_East_2,Center Zone East 2,brick:Space,L32,EA-T-32-VAV-CZE2
Level_32_Center_Zone_East_3,Center Zone East 3,brick:Space,L32,EA-T-32-VAV-CZE3
Level_32_Center_Zone_East_4,Center Zone East 4,brick:Space,L32,EA-T-32-VAV-CZE4
Level_32_Center_Zone_East_5,Center Zone East 5,brick:Space,L32,EA-T-32-VAV-CZE5
Level_32_Lift_Lobby_East,Lift Lobby East,brick:Space,L32,EA-T-32-VAV-LLE
Level_32_Center_Zone_West_1,Center Zone West 1,brick:Space,L32,EA-T-32-VAV-CZW1
Level_32_Center_Zone_West_2,Center Zone West 2,brick:Space,L32,EA-T-32-VAV-CZW2
Level_32_Center_Zone_West_3,Center Zone West 3,brick:Space,L32,EA-T-32-VAV-CZW3
Level_32_Lift_Lobby_West,Lift Lobby West,brick:Space,L32,EA-T-32-VAV-LLW
Level_33_East_Perimeter,East Perimeter,brick:Space,L33,EA-T-33-VAV-E
Level_33_North_East_Perimeter,North East Perimeter,brick:Space,L33,EA-T-33-VAV-NE
Level_33_South_Perimeter_1,South Perimeter 1,brick:Space,L33,EA-T-33-VAV-S1
Level_33_South_Perimeter_2,South Perimeter 2,brick:Space,L33,EA-T-33-VAV-S2
Level_33_West_Perimeter,West Perimeter,brick:Space,L33,EA-T-33-VAV-W
Level_33_North_West_Perimeter,North West Perimeter,brick:Space,L33,EA-T-33-VAV-NW
Level_33_Center_Zone_East_1,Center Zone East 1,brick:Space,L33,EA-T-33-VAV-CZE1
Level_33_Center_Zone_East_2,Center Zone East 2,brick:Space,L33,EA-T-33-VAV-CZE2
Level_33_Center_Zone_East_3,Center Zone East 3,brick:Space,L33,EA-T-33-VAV-CZE3
Level_33_Center_Zone_East_4,Center Zone East 4,brick:Space,L33,EA-T-33-VAV-CZE4
Level_33_Center_Zone_East_5,Center Zone East 5,brick:Space,L33,EA-T-33-VAV-CZE5
Level_33_Lift_Lobby_East,Lift Lobby East,brick:Space,L33,EA-T-33-VAV-LLE
Level_33_Center_Zone_West_1,Center Zone West 1,brick:Space,L33,EA-T-33-VAV-CZW1
Level_33_Center_Zone_West_2,Center Zone West 2,brick:Space,L33,EA-T-33-VAV-CZW2
Level_33_Center_Zone_West_3,Center Zone West 3,brick:Space,L33,EA-T-33-VAV-CZW3
Level_33_Lift_Lobby_West,Lift Lobby West,brick:Space,L33,EA-T-33-VAV-LLW
Level_34_East_Perimeter,East Perimeter,brick:Space,L34,EA-T-34-VAV-E
Level_34_North_East_Perimeter,North East Perimeter,brick:Space,L34,EA-T-34-VAV-NE
Level_34_South_Perimeter_1,South Perimeter 1,brick:Space,L34,EA-T-34-VAV-S1
Level_34_South_Perimeter_2,South Perimeter 2,brick:Space,L34,EA-T-34-VAV-S2
Level_34_West_Perimeter,West Perimeter,brick:Space,L34,EA-T-34-VAV-W
Level_34_North_West_Perimeter,North West Perimeter,brick:Space,L34,EA-T-34-VAV-NW
Level_34_Center_Zone_East_1,Center Zone East 1,brick:Space,L34,EA-T-34-VAV-CZE1
Level_34_Center_Zone_East_2,Center Zone East 2,brick:Space,L34,EA-T-34-VAV-CZE2
Level_34_Center_Zone_East_3,Center Zone East 3,brick:Space,L34,EA-T-34-VAV-CZE3
Level_34_Center_Zone_East_4,Center Zone East 4,brick:Space,L34,EA-T-34-VAV-CZE4
Level_34_Lift_Lobby_East,Lift Lobby East,brick:Space,L34,EA-T-34-VAV-LLE
Level_34_Center_Zone_West_1,Center Zone West 1,brick:Space,L34,EA-T-34-VAV-CZW1
Level_34_Center_Zone_West_2,Center Zone West 2,brick:Space,L34,EA-T-34-VAV-CZW2
Level_34_Center_Zone_West_3,Center Zone West 3,brick:Space,L34,EA-T-34-VAV-CZW3
Level_34_Center_Zone_West_4,Center Zone West 4,brick:Space,L34,EA-T-34-VAV-CZW4
Level_34_Lift_Lobby_West,Lift Lobby West,brick:Space,L34,EA-T-34-VAV-LLW
Level_35_East_Perimeter,East Perimeter,brick:Space,L35,EA-T-35-VAV-E
Level_35_North_East_Perimeter,North East Perimeter,brick:Space,L35,EA-T-35-VAV-NE
Level_35_South_Perimeter_1,South Perimeter 1,brick:Space,L35,EA-T-35-VAV-S1
Level_35_South_Perimeter_2,South Perimeter 2,brick:Space,L35,EA-T-35-VAV-S2
Level_35_West_Perimeter,West Perimeter,brick:Space,L35,EA-T-35-VAV-W
Level_35_North_West_Perimeter,North West Perimeter,brick:Space,L35,EA-T-35-VAV-NW
Level_35_Center_Zone_East_1,Center Zone East 1,brick:Space,L35,EA-T-35-VAV-CZE1
Level_35_Center_Zone_East_2,Center Zone East 2,brick:Space,L35,EA-T-35-VAV-CZE2
Level_35_Center_Zone_East_3,Center Zone East 3,brick:Space,L35,EA-T-35-VAV-CZE3
Level_35_Center_Zone_East_4,Center Zone East 4,brick:Space,L35,EA-T-35-VAV-CZE4
Level_35_Lift_Lobby_East,Lift Lobby East,brick:Space,L35,EA-T-35-VAV-LLE
Level_35_Center_Zone_West_1,Center Zone West 1,brick:Space,L35,EA-T-35-VAV-CZW1
Level_35_Center_Zone_West_2,Center Zone West 2,brick:Space,L35,EA-T-35-VAV-CZW2
Level_35_Center_Zone_West_3,Center Zone West 3,brick:Space,L35,EA-T-35-VAV-CZW3
Level_35_Center_Zone_West_4,Center Zone West 4,brick:Space,L35,EA-T-35-VAV-CZW4
Level_35_Lift_Lobby_West,Lift Lobby West,brick:Space,L35,EA-T-35-VAV-LLW
Level_36_East_Perimeter,East Perimeter,brick:Space,L36,EA-T-36-VAV-E
Level_36_North_East_Perimeter,North East Perimeter,brick:Space,L36,EA-T-36-VAV-NE
Level_36_South_Perimeter_1,South Perimeter 1,brick:Space,L36,EA-T-36-VAV-S1
Level_36_South_Perimeter_2,South Perimeter 2,brick:Space,L36,EA-T-36-VAV-S2
Level_36_West_Perimeter,West Perimeter,brick:Space,L36,EA-T-36-VAV-W
Level_36_North_West_Perimeter,North West Perimeter,brick:Space,L36,EA-T-36-VAV-NW
Level_36_Center_Zone_East_1,Center Zone East 1,brick:Space,L36,EA-T-36-VAV-CZE1
Level_36_Center_Zone_East_2,Center Zone East 2,brick:Space,L36,EA-T-36-VAV-CZE2
Level_36_Center_Zone_East_3,Center Zone East 3,brick:Space,L36,EA-T-36-VAV-CZE3
Level_36_Center_Zone_East_4,Center Zone East 4,brick:Space,L36,EA-T-36-VAV-CZE4
Level_36_Lift_Lobby_East,Lift Lobby East,brick:Space,L36,EA-T-36-VAV-LLE
Level_36_Center_Zone_West_1,Center Zone West 1,brick:Space,L36,EA-T-36-VAV-CZW1
Level_36_Center_Zone_West_2,Center Zone West 2,brick:Space,L36,EA-T-36-VAV-CZW2
Level_36_Center_Zone_West_3,Center Zone West 3,brick:Space,L36,EA-T-36-VAV-CZW3
Level_36_Center_Zone_West_4,Center Zone West 4,brick:Space,L36,EA-T-36-VAV-CZW4
Level_36_Lift_Lobby_West,Lift Lobby West,brick:Space,L36,EA-T-36-VAV-LLW
Level_37_East_Perimeter,East Perimeter,brick:Space,L37,EA-T-37-VAV-E
Level_37_North_East_Perimeter,North East Perimeter,brick:Space,L37,EA-T-37-VAV-NE
Level_37_South_Perimeter_1,South Perimeter 1,brick:Space,L37,EA-T-37-VAV-S1
Level_37_South_Perimeter_2,South Perimeter 2,brick:Space,L37,EA-T-37-VAV-S2
Level_37_West_Perimeter,West Perimeter,brick:Space,L37,EA-T-37-VAV-W
Level_37_North_West_Perimeter,North West Perimeter,brick:Space,L37,EA-T-37-VAV-NW
Level_37_Center_Zone_East_1,Center Zone East 1,brick:Space,L37,EA-T-37-VAV-CZE1
Level_37_Center_Zone_East_2,Center Zone East 2,brick:Space,L37,EA-T-37-VAV-CZE2
Level_37_Center_Zone_East_3,Center Zone East 3,brick:Space,L37,EA-T-37-VAV-CZE3
Level_37_Center_Zone_East_4,Center Zone East 4,brick:Space,L37,EA-T-37-VAV-CZE4
Level_37_Lift_Lobby_East,Lift Lobby East,brick:Space,L37,EA-T-37-VAV-LLE
Level_37_Center_Zone_West_1,Center Zone West 1,brick:Space,L37,EA-T-37-VAV-CZW1
Level_37_Center_Zone_West_2,Center Zone West 2,brick:Space,L37,EA-T-37-VAV-CZW2
Level_37_Center_Zone_West_3,Center Zone West 3,brick:Space,L37,EA-T-37-VAV-CZW3
Level_37_Center_Zone_West_4,Center Zone West 4,brick:Space,L37,EA-T-37-VAV-CZW4
Level_37_Lift_Lobby_West,Lift Lobby West,brick:Space,L37,EA-T-37-VAV-LLW
Level_38_East_Perimeter,East Perimeter,brick:Space,L38,EA-T-38-VAV-E
Level_38_North_East_Perimeter,North East Perimeter,brick:Space,L38,EA-T-38-VAV-NE
Level_38_South_Perimeter_1,South Perimeter 1,brick:Space,L38,EA-T-38-VAV-S1
Level_38_South_Perimeter_2,South Perimeter 2,brick:Space,L38,EA-T-38-VAV-S2
Level_38_West_Perimeter,West Perimeter,brick:Space,L38,EA-T-38-VAV-W
Level_38_North_West_Perimeter,North West Perimeter,brick:Space,L38,EA-T-38-VAV-NW
Level_38_Center_Zone_East_1,Center Zone East 1,brick:Space,L38,EA-T-38-VAV-CZE1
Level_38_Center_Zone_East_2,Center Zone East 2,brick:Space,L38,EA-T-38-VAV-CZE2
Level_38_Center_Zone_East_3,Center Zone East 3,brick:Space,L38,EA-T-38-VAV-CZE3
Level_38_Center_Zone_East_4,Center Zone East 4,brick:Space,L38,EA-T-38-VAV-CZE4
Level_38_Lift_Lobby_East,Lift Lobby East,brick:Space,L38,EA-T-38-VAV-LLE
Level_38_Center_Zone_West_1,Center Zone West 1,brick:Space,L38,EA-T-38-VAV-CZW1
Level_38_Center_Zone_West_2,Center Zone West 2,brick:Space,L38,EA-T-38-VAV-CZW2
Level_38_Center_Zone_West_3,Center Zone West 3,brick:Space,L38,EA-T-38-VAV-CZW3
Level_38_Center_Zone_West_4,Center Zone West 4,brick:Space,L38,EA-T-38-VAV-CZW4
Level_38_Lift_Lobby_West,Lift Lobby West,brick:Space,L38,EA-T-38-VAV-LLW
Level_39_East_Perimeter,East Perimeter,brick:Space,L39,EA-T-39-VAV-E
Level_39_North_East_Perimeter,North East Perimeter,brick:Space,L39,EA-T-39-VAV-NE
Level_39_South_Perimeter_1,South Perimeter 1,brick:Space,L39,EA-T-39-VAV-S1
Level_39_South_Perimeter_2,South Perimeter 2,brick:Space,L39,EA-T-39-VAV-S2
Level_39_West_Perimeter,West Perimeter,brick:Space,L39,EA-T-39-VAV-W
Level_39_North_West_Perimeter,North West Perimeter,brick:Space,L39,EA-T-39-VAV-NW
Level_39_Center_Zone_East_1,Center Zone East 1,brick:Space,L39,EA-T-39-VAV-CZE1
Level_39_Center_Zone_East_2,Center Zone East 2,brick:Space,L39,EA-T-39-VAV-CZE2
Level_39_Center_Zone_East_3,Center Zone East 3,brick:Space,L39,EA-T-39-VAV-CZE3
Level_39_Center_Zone_East_4,Center Zone East 4,brick:Space,L39,EA-T-39-VAV-CZE4
Level_39_Lift_Lobby_East,Lift Lobby East,brick:Space,L39,EA-T-39-VAV-LLE
Level_39_Center_Zone_West_1,Center Zone West 1,brick:Space,L39,EA-T-39-VAV-CZW1
Level_39_Center_Zone_West_2,Center Zone West 2,brick:Space,L39,EA-T-39-VAV-CZW2
Level_39_Center_Zone_West_3,Center Zone West 3,brick:Space,L39,EA-T-39-VAV-CZW3
Level_39_Center_Zone_West_4,Center Zone West 4,brick:Space,L39,EA-T-39-VAV-CZW4
Level_39_Lift_Lobby_West,Lift Lobby West,brick:Space,L39,EA-T-39-VAV-LLW
Level_40_East_Perimeter,East Perimeter,brick:Space,L40,EA-T-40-VAV-E
Level_40_North_East_Perimeter,North East Perimeter,brick:Space,L40,EA-T-40-VAV-NE
Level_40_South_Perimeter_1,South Perimeter 1,brick:Space,L40,EA-T-40-VAV-S1
Level_40_South_Perimeter_2,South Perimeter 2,brick:Space,L40,EA-T-40-VAV-S2
Level_40_West_Perimeter,West Perimeter,brick:Space,L40,EA-T-40-VAV-W
Level_40_North_West_Perimeter,North West Perimeter,brick:Space,L40,EA-T-40-VAV-NW
Level_40_Center_Zone_East_1,Center Zone East 1,brick:Space,L40,EA-T-40-VAV-CZE1
Level_40_Center_Zone_East_2,Center Zone East 2,brick:Space,L40,EA-T-40-VAV-CZE2
Level_40_Center_Zone_East_3,Center Zone East 3,brick:Space,L40,EA-T-40-VAV-CZE3
Level_40_Center_Zone_East_4,Center Zone East 4,brick:Space,L40,EA-T-40-VAV-CZE4
Level_40_Lift_Lobby_East,Lift Lobby East,brick:Space,L40,EA-T-40-VAV-LLE
Level_40_Center_Zone_West_1,Center Zone West 1,brick:Space,L40,EA-T-40-VAV-CZW1
Level_40_Center_Zone_West_2,Center Zone West 2,brick:Space,L40,EA-T-40-VAV-CZW2
Level_40_Center_Zone_West_3,Center Zone West 3,brick:Space,L40,EA-T-40-VAV-CZW3
Level_40_Center_Zone_West_4,Center Zone West 4,brick:Space,L40,EA-T-40-VAV-CZW4
Level_40_Lift_Lobby_West,Lift Lobby West,brick:Space,L40,EA-T-40-VAV-LLW
Level_41_East_Perimeter,East Perimeter,brick:Space,L41,EA-T-41-VAV-E
Level_41_North_East_Perimeter,North East Perimeter,brick:Space,L41,EA-T-41-VAV-NE
Level_41_South_Perimeter_1,South Perimeter 1,brick:Space,L41,EA-T-41-VAV-S1
Level_41_South_Perimeter_2,South Perimeter 2,brick:Space,L41,EA-T-41-VAV-S2
Level_41_West_Perimeter,West Perimeter,brick:Space,L41,EA-T-41-VAV-W
Level_41_North_West_Perimeter,North West Perimeter,brick:Space,L41,EA-T-41-VAV-NW
Level_41_Center_Zone_East_1,Center Zone East 1,brick:Space,L41,EA-T-41-VAV-CZE1
Level_41_Center_Zone_East_2,Center Zone East 2,brick:Space,L41,EA-T-41-VAV-CZE2
Level_41_Center_Zone_East_3,Center Zone East 3,brick:Space,L41,EA-T-41-VAV-CZE3
Level_41_Center_Zone_East_4,Center Zone East 4,brick:Space,L41,EA-T-41-VAV-CZE4
Level_41_Lift_Lobby_East,Lift Lobby East,brick:Space,L41,EA-T-41-VAV-LLE
Level_41_Center_Zone_West_1,Center Zone West 1,brick:Space,L41,EA-T-41-VAV-CZW1
Level_41_Center_Zone_West_2,Center Zone West 2,brick:Space,L41,EA-T-41-VAV-CZW2
Level_41_Center_Zone_West_3,Center Zone West 3,brick:Space,L41,EA-T-41-VAV-CZW3
Level_41_Center_Zone_West_4,Center Zone West 4,brick:Space,L41,EA-T-41-VAV-CZW4
Level_42_East_Perimeter,East Perimeter,brick:Space,L42,EA-T-42-VAV-E
Level_42_North_East_Perimeter,North East Perimeter,brick:Space,L42,EA-T-42-VAV-NE
